Owner,View Name,Column Name,Data Type,Data Length,Precision,Description,,,
CS,WH_D_TERM,INSTITUTION_SID,NUMBER,10,0,Institution surrogate identification,,,
CS,WH_D_TERM,INSTITUTION_CD,VARCHAR2,5,,Institution Code - Currently all values contain UFLOR for University of Florida,,,
CS,WH_D_TERM,INSTITUTION_SD,VARCHAR2,10,,Institution Short Description of the Institution code,,,
CS,WH_D_TERM,INSTITUTION_LD,VARCHAR2,30,,Institution Long Description of the Institution code,,,
CS,WH_D_TERM,ACAD_CAR_SID,NUMBER,10,0,Academic Career surrogate identification,,,
CS,WH_D_TERM,ACAD_CAR_CD,VARCHAR2,4,,Academic Career Code - designates all course work undertaken by a student at an academic institution,,,
CS,WH_D_TERM,ACAD_CAR_SD,VARCHAR2,10,,Academic Career Short Description for the Academic Career Code,,,
CS,WH_D_TERM,ACAD_CAR_LD,VARCHAR2,30,,Academic Career Long Description for the Academic Career Code,,,
CS,WH_D_TERM,TERM_CD,VARCHAR2,4,,Term Identification Code,,,
CS,WH_D_TERM,TERM_SD,VARCHAR2,10,,Term Short Description,,,
CS,WH_D_TERM,TERM_LD,VARCHAR2,30,,Term Long Description,,,
CS,WH_D_TERM,ACAD_YEAR_SID,NUMBER,10,0,Academic Year Surrogate Identification - Corresponds to the same four digit year,,,
CS,WH_D_TERM,TERM_BEG_DT,DATE,7,,Begin Date of the term,,,
CS,WH_D_TERM,TERM_END_DT,DATE,7,,End Date of the term,,,
CS,WH_D_TERM,TERM_CATEGORY_CD,VARCHAR2,1,,Category/Classification of the Term,,,
CS,WH_D_TERM,TERM_CATEGORY_SD,VARCHAR2,10,,Category/Classification Short Description,,,
CS,WH_D_TERM,TERM_CATEGORY_LD,VARCHAR2,30,,Category/Classification Long Description,,,
CS,WH_D_TERM,HOLIDAY_SCHED_CD,VARCHAR2,6,,,,,
CS,WH_D_TERM,HOLIDAY_SCHED_SD,VARCHAR2,10,,Term Holiday Schedule Short Description,,,
CS,WH_D_TERM,HOLIDAY_SCHED_LD,VARCHAR2,30,,Term Holiday Schedule Long Description,,,
CS,WH_D_TERM,INSTRUCTION_WEEK_NUM,NUMBER,10,0,Weeks in the term schedule,,,
CS,WH_D_TERM,SIXTY_PCT_DT,DATE,7,,60% percent date through the term,,,
CS,WH_D_TERM,MAX_ACAD_PROG_EFF_DT,DATE,7,,Max Academic Program Effective Date for the Term,,,
CS,WH_D_TERM,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_TERM,CREATED_EW_DTTM,TIMESTAMP(6),11,6,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_TERM,LASTUPD_EW_DTTM,TIMESTAMP(6),11,6,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_TERM,LAST_TERM_FLAG,VARCHAR2,1,,Flag (Y/N) - Term flag if the term is the previous term,,,
CS,WH_D_TERM,CUR_TERM_FLAG,VARCHAR2,1,,Flag (Y/N) - Term flag if the term is the current term,,,
CS,WH_D_TERM,NEXT_TERM_FLAG,VARCHAR2,1,,Flag (Y/N) - Term flag if the term is the upcoming (next) term,,,
CS,WH_D_TERM,TERM_TYPE,VARCHAR2,30,,"Categorization of the term (i.e. FALL/SPRING/SUMMER, etc.)",,,
CS,WH_D_TERM,TERM_FORMAT_5,VARCHAR2,5,,Displays the five digit term display,,,
CS,WH_D_TERM,TERM_FORMAT_6,VARCHAR2,6,,Displays the six digit term display,,,
SYSADM,WH_D_UF_DAY,DAY_SID,NUMBER,10,0,Date Surrogate Identification,,,
SYSADM,WH_D_UF_DAY,DAY_DT,DATE,7,,Date,,,
CS,WH_B_TERM_SPLAN,UFID,VARCHAR2,11,,PeopleSoft Employee ID -  populated with UFID values,,,
CS,WH_B_TERM_SPLAN,ACAD_CAR_CD,VARCHAR2,4,,Academic Career - designates all course work undertaken by a student at an academic institution,,,
CS,WH_B_TERM_SPLAN,STU_CAR_NUM,NUMBER,22,,Student Career Number - Generated for multiple programs in the same academic career ,,,
CS,WH_B_TERM_SPLAN,TERM_CD,VARCHAR2,4,,PeopleSoft Term Value,,,
CS,WH_B_TERM_SPLAN,ACAD_SPLAN_SID,NUMBER,22,10,Academic Sub Plan Surrogate Identification,,,
CS,WH_B_TERM_SPLAN,TERM_SID,NUMBER,22,10,Term surrogate identification,,,
CS,WH_B_TERM_SPLAN,PERSON_SID,NUMBER,22,10,Person surrogate identification,,,
CS,WH_B_TERM_SPLAN,LASTUPD_EW_DTTM,TIMESTAMP(6),11,,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_ACAD_LEVEL,ACAD_LEVEL_SID,NUMBER,22,10,Academic Level for the term Surrogate Identification,,,
CS,WH_D_ACAD_LEVEL,ACAD_LEVEL_CD,VARCHAR2,4,,Academic Level Code ( PeopleSoft Student Classification Levels),,,
CS,WH_D_ACAD_LEVEL,ACAD_LEVEL_SD,VARCHAR2,10,,Academic Level Short Description,,,
CS,WH_D_ACAD_LEVEL,ACAD_LEVEL_LD,VARCHAR2,30,,Academic Level Long Description,,,
CS,WH_D_ACAD_LEVEL,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_ACAD_LEVEL,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_ACAD_LEVEL,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_ACAD_LEVEL,CREATED_EW_DTTM,TIMESTAMP(6),11,,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_ACAD_LEVEL,LASTUPD_EW_DTTM,TIMESTAMP(6),11,,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_ACAD_LEVEL,STU_CLASSIFICATION_LEVEL,VARCHAR2,1,,UF student classification level (0-9),,,
CS,WH_D_ACAD_LEVEL,STU_CLASSIFICATION_LEVEL_DESC,VARCHAR2,250,,UF student classification level (0-9) description,,,
CS,WH_D_ACAD_LOAD,ACAD_LOAD_SID,NUMBER,22,10,Academic Load Surrogate Identification,,,
CS,WH_D_ACAD_LOAD,ACAD_LOAD_CD,VARCHAR2,4,,"Academic Load Code (i.e. full-time, part-time, etc.)",,,
CS,WH_D_ACAD_LOAD,ACAD_LOAD_SD,VARCHAR2,10,,Academic Load Short Description,,,
CS,WH_D_ACAD_LOAD,ACAD_LOAD_LD,VARCHAR2,30,,Academic Load Long Description,,,
CS,WH_D_ACAD_LOAD,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_ACAD_LOAD,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_ACAD_LOAD,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_ACAD_LOAD,CREATED_EW_DTTM,TIMESTAMP(6),11,,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_ACAD_LOAD,LASTUPD_EW_DTTM,TIMESTAMP(6),11,,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_CAMPUS,CAMPUS_SID,NUMBER,22,10,Campus Surrogate identification,,,
CS,WH_D_CAMPUS,INSTITUTION_SID,NUMBER,22,10,Institution surrogate identification,,,
CS,WH_D_CAMPUS,INSTITUTION_CD,VARCHAR2,5,,Institution Code - Currently all values contain UFLOR for University of Florida,,,
CS,WH_D_CAMPUS,INSTITUTION_SD,VARCHAR2,10,,Institution Short Description of the Institution code,,,
CS,WH_D_CAMPUS,INSTITUTION_LD,VARCHAR2,30,,Institution Long Description of the Institution code,,,
CS,WH_D_CAMPUS,CAMPUS_CD,VARCHAR2,5,,Campus code - Currently all data is under one Campus,,,
CS,WH_D_CAMPUS,EFF_DT,DATE,7,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_CAMPUS,EFF_STATUS_CD,VARCHAR2,1,,"Effective Status Code (A- Active, I- Inactive)",,,
CS,WH_D_CAMPUS,CAMPUS_SD,VARCHAR2,10,,Campus Short Description,,,
CS,WH_D_CAMPUS,CAMPUS_LD,VARCHAR2,30,,Campus Long Description,,,
CS,WH_D_CAMPUS,LOC_SID,NUMBER,22,,Location Surrogate Identification,,,
CS,WH_D_CAMPUS,LOC_ID,VARCHAR2,10,,Location Identification,,,
CS,WH_D_CAMPUS,LOC_SD,VARCHAR2,10,,Location Short Description,,,
CS,WH_D_CAMPUS,LOC_LD,VARCHAR2,40,,Location Long Description,,,
CS,WH_D_CAMPUS,EFF_START_DT,DATE,7,,Effective start date of the row within PeopleSoft - Used in conjunction with Type 2 dimension,,,
CS,WH_D_CAMPUS,EFF_END_DT,DATE,7,,Effective end date of the row within PeopleSoft - Used in conjunction with Type 2 dimension,,,
CS,WH_D_CAMPUS,PS_CUR_FLAG,VARCHAR2,1,,Flag (Y/N) that indicates if this row is still active in PeopleSoft - Used in conjunction with Type 2 dimension,,,
CS,WH_D_CAMPUS,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_CAMPUS,CREATED_EW_DTTM,TIMESTAMP(6),11,,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_CAMPUS,LASTUPD_EW_DTTM,TIMESTAMP(6),11,,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_CLASS,CLASS_SID,NUMBER,22,,Section (Class) Surrogate Identification,,,
CS,WH_D_CLASS,COURSE_SID,NUMBER,22,10,Course  Surrogate Identification,,,
CS,WH_D_CLASS,COURSE_CD,VARCHAR2,6,,Course Code,,,
CS,WH_D_CLASS,COURSE_LD,VARCHAR2,30,,Course Long description,,,
CS,WH_D_CLASS,COURSE_OFFER_NUM,NUMBER,22,10,Sequencing of the course offering. The same course can be managed by different academic organizations (departments). Sequence numbers will be assigned for multiple offerings.,,,
CS,WH_D_CLASS,UF_COURSE_NUMBER,VARCHAR2,20,,"UF presentation of the course value, which is the concatenation of the subject and the course catalog number",,,
CS,WH_D_CLASS,TERM_SID,NUMBER,22,10,Term surrogate identification,,,
CS,WH_D_CLASS,TERM_CD,VARCHAR2,4,,Term Identification Code,,,
CS,WH_D_CLASS,TERM_SD,VARCHAR2,10,,Term Short Description,,,
CS,WH_D_CLASS,TERM_LD,VARCHAR2,30,,Term Long Description,,,
CS,WH_D_CLASS,SESSION_SID,NUMBER,22,10,Session Code of the term Surrogate Identification,,,
CS,WH_D_CLASS,SESSION_CD,VARCHAR2,3,,Session Code of the term  - Provides additional ranges within  the term (for example: Summer A),,,
CS,WH_D_CLASS,SESSION_LD,VARCHAR2,30,,Session Code Long Description,,,
CS,WH_D_CLASS,SESSION_SD,VARCHAR2,10,,Session Code Short Description,,,
CS,WH_D_CLASS,CLASS_SECTION,VARCHAR2,4,,"Section number for Fall 2018 sections and prior - will not generate unique values for the term for Spring 2019 and forward, utilize class number as section",,,
CS,WH_D_CLASS,INSTITUTION_SID,NUMBER,22,10,Institution surrogate identification,,,
CS,WH_D_CLASS,INSTITUTION_CD,VARCHAR2,5,,Institution Code - Currently all values contain UFLOR for University of Florida,,,
CS,WH_D_CLASS,INSTITUTION_SD,VARCHAR2,10,,Institution Short Description of the Institution code,,,
CS,WH_D_CLASS,INSTITUTION_LD,VARCHAR2,30,,Institution Long Description of the Institution code,,,
CS,WH_D_CLASS,ACAD_GROUP_SID,NUMBER,22,10,Academic Group surrogate identification,,,
CS,WH_D_CLASS,ACAD_GROUP_CD,VARCHAR2,5,,Academic Group Code - The code for the School / College offering the program,,,
CS,WH_D_CLASS,ACAD_GROUP_SD,VARCHAR2,10,,Academic Group Short Description - The short description for the School / College offering the program,,,
CS,WH_D_CLASS,ACAD_GROUP_LD,VARCHAR2,30,,Academic Group Long Description - The long description for the School / College offering the program,,,
CS,WH_D_CLASS,SUBJECT_CD,VARCHAR2,8,,Subject Code of the course,,,
CS,WH_D_CLASS,SUBJECT_SD,VARCHAR2,10,,Subject Short description of the course,,,
CS,WH_D_CLASS,SUBJECT_LD,VARCHAR2,30,,Subject Long description of the course,,,
CS,WH_D_CLASS,CLASS_DESC,VARCHAR2,30,,Description,,,
CS,WH_D_CLASS,CATALOG_NUM,VARCHAR2,10,,Course Catalog Number,,,
CS,WH_D_CLASS,CLASS_NUM,NUMBER,22,,"Section number (class number) of the class, provides a unique section numbering for a term",,,
CS,WH_D_CLASS,ACAD_CAR_SID,NUMBER,22,10,Academic Career surrogate identification,,,
CS,WH_D_CLASS,ACAD_CAR_CD,VARCHAR2,4,,Academic Career Code - designates all course work undertaken by a student at an academic institution,,,
CS,WH_D_CLASS,ACAD_CAR_SD,VARCHAR2,10,,Academic Career Short Description for the Academic Career Code,,,
CS,WH_D_CLASS,ACAD_CAR_LD,VARCHAR2,30,,Academic Career Long Description for the Academic Career Code,,,
CS,WH_D_CLASS,ACAD_ORG_SID,NUMBER,22,10,Academic Organization surrogate identification,,,
CS,WH_D_CLASS,ACAD_ORG_CD,VARCHAR2,10,,"Academic Organization  Code - Academic organization structure defines how an academic institution is organized from an administrative perspective. At the lowest level, an academic organization can be compared to an academic department. At the highest level, an academic organization can represent a division. This is considered the department level.",,,
CS,WH_D_CLASS,ACAD_ORG_SD,VARCHAR2,10,,Academic Organization Short Description,,,
CS,WH_D_CLASS,ACAD_ORG_LD,VARCHAR2,30,,Academic Organization Long Description,,,
CS,WH_D_CLASS,CAMPUS_SID,NUMBER,22,10,Campus Surrogate identification,,,
CS,WH_D_CLASS,CAMPUS_CD,VARCHAR2,5,,Campus code - Currently all data is under one Campus,,,
CS,WH_D_CLASS,CAMPUS_LD,VARCHAR2,30,,Campus Long Description,,,
CS,WH_D_CLASS,CAMPUS_SD,VARCHAR2,10,,Campus Short Description,,,
CS,WH_D_CLASS,INSTRUCTION_MODE_SID,NUMBER,22,10,Section Delivery Method (technology indicator) Surrogate Identification,,,
CS,WH_D_CLASS,INSTRUCTION_MODE_CD,VARCHAR2,2,,Delivery Method Code (technology indicator)  - Indicates between all distance learning and classroom learning,,,
CS,WH_D_CLASS,INSTRUCTION_MODE_SD,VARCHAR2,10,,Delivery Method Code (technology indicator) Short Description,,,
CS,WH_D_CLASS,INSTRUCTION_MODE_LD,VARCHAR2,30,,Delivery Method Code (technology indicator) Long Description,,,
CS,WH_D_CLASS,ENRLMT_STATUS_CD,VARCHAR2,1,,Enrollment Status of the Section (class),,,
CS,WH_D_CLASS,ENRLMT_STATUS_SD,VARCHAR2,10,,Enrollment Status of the Section (class) Short Description,,,
CS,WH_D_CLASS,ENRLMT_STATUS_LD,VARCHAR2,30,,Enrollment Status of the Section (class) Long Description,,,
CS,WH_D_CLASS,CLASS_STATUS_CD,VARCHAR2,1,,"Status of the Class (i.e. Active, Cancelled)",,,
CS,WH_D_CLASS,CLASS_STATUS_LD,VARCHAR2,30,,Class Status Long Description,,,
CS,WH_D_CLASS,CLASS_STATUS_SD,VARCHAR2,10,,Class Status Short Description,,,
CS,WH_D_CLASS,CLASS_TYPE,VARCHAR2,1,,"Enrollment type for the class, i.e.: section",,,
CS,WH_D_CLASS,CLASS_TYPE_SD,VARCHAR2,10,,Enrollment type short description,,,
CS,WH_D_CLASS,CLASS_TYPE_LD,VARCHAR2,30,,Enrollment type long description,,,
CS,WH_D_CLASS,ACAD_YEAR,VARCHAR2,4,,Academic Year,,,
CS,WH_D_CLASS,COMPONENT_TYPE_SID,NUMBER,22,10,Section type (component) Surrogate Identification,,,
CS,WH_D_CLASS,COMPONENT_TYPE_CD,VARCHAR2,3,,"Section type (component) Code (Lecture, Laboratory, Discussion, etc.) ",,,
CS,WH_D_CLASS,COMPONENT_TYPE_SD,VARCHAR2,10,,Section type (component) Short Description,,,
CS,WH_D_CLASS,COMPONENT_TYPE_LD,VARCHAR2,30,,Section type (component) Long Description,,,
CS,WH_D_CLASS,CONSENT_CD,VARCHAR2,1,,Consent indicator for enrollment into the section  (i.e. Department consent or no consent),,,
CS,WH_D_CLASS,CONSENT_SD,VARCHAR2,10,,Consent indicator short description,,,
CS,WH_D_CLASS,CONSENT_LD,VARCHAR2,30,,Consent indicator long description,,,
CS,WH_D_CLASS,FEES_EXIST,VARCHAR2,1,,Fee indicator for section - currently not utilized,,,
CS,WH_D_CLASS,ENRLMT_CAP,NUMBER,22,,Section Enrollment Capacity,,,
CS,WH_D_CLASS,ENRLMT_CAP_PCT,NUMBER,22,,Enrollment utilization percentage over the total enrollment capacity,,,
CS,WH_D_CLASS,ROOM_CAP_REQUEST,NUMBER,22,,Requested Room capacity of the section,,,
CS,WH_D_CLASS,WAIT_CAP,NUMBER,22,,Section Wait Capacity - Not utilized,,,
CS,WH_D_CLASS,RESERVE_CAP,NUMBER,22,,Section Reserve Capacity,,,
CS,WH_D_CLASS,MIN_ENRLMT,NUMBER,22,,Section Minimum Enrollment,,,
CS,WH_D_CLASS,TOT_ENRLMT,NUMBER,22,,Section Total Enrollment ,,,
CS,WH_D_CLASS,TOT_WAIT,NUMBER,22,,Wait Capacity Total - Not Utilized,,,
CS,WH_D_CLASS,MIN_ROOM_CAP,NUMBER,22,,Minimum facility room capacity for all facilities the section can utilize,,,
CS,WH_D_CLASS,CLASS_START_DT,DATE,7,,Start date of the section (class),,,
CS,WH_D_CLASS,CLASS_END_DT,DATE,7,,End date of the section (class),,,
CS,WH_D_CLASS,CANCEL_DATE,DATE,7,,Cancel date of the section (class),,,
CS,WH_D_CLASS,FIVE_YEAR_DELETE_FLAG,VARCHAR2,1,,Flag (Y/N) - Five Year Deleted ,,,
CS,WH_D_CLASS,ADV_PLACEMENT_FLAG,VARCHAR2,1,,Flag (Y/N) - Advanced Placement Only,,,
CS,WH_D_CLASS,CLINICAL_FLAG,VARCHAR2,1,,Flag (Y/N) - Clinical,,,
CS,WH_D_CLASS,EEP_FLAG,VARCHAR2,1,,Flag (Y/N) - Employee Education Program Eligible,,,
CS,WH_D_CLASS,GENED_BIO_SCI_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - Biological Science,,,
CS,WH_D_CLASS,GENED_COMPOSITION_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - Composition,,,
CS,WH_D_CLASS,GENED_DIVERSITY_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - Diversity,,,
CS,WH_D_CLASS,GENED_HUMANITIES_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - Humanities,,,
CS,WH_D_CLASS,GENED_INTL_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - International,,,
CS,WH_D_CLASS,GENED_INTL_FLAG_OLD,VARCHAR2,1,,Flag (Y/N) - General Education - International (Obsolete),,,
CS,WH_D_CLASS,GENED_LIT_FLAG_OLD,VARCHAR2,1,,Flag (Y/N) - General Education - Literature (Obsolete),,,
CS,WH_D_CLASS,GENED_MATH_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - Mathematics,,,
CS,WH_D_CLASS,GENED_PHYS_SCI_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - Physical Science,,,
CS,WH_D_CLASS,GENED_SOC_SCI_FLAG,VARCHAR2,1,,Flag (Y/N) - General Education - Social Science,,,
CS,WH_D_CLASS,INNOVACAD_FLAG,VARCHAR2,1,,Flag (Y/N) - Innovation Academy OK,,,
CS,WH_D_CLASS,MATH_REQ_FLAG,VARCHAR2,1,,Flag (Y/N) - Math Requirement (Gordon Rule),,,
CS,WH_D_CLASS,ONLINE_MIRROR_FLAG,VARCHAR2,1,,Flag (Y/N) - Online Mirror/TV Replay,,,
CS,WH_D_CLASS,PROFESSIONAL_COURSE_FLAG,VARCHAR2,1,,Flag (Y/N) - Professional Course,,,
CS,WH_D_CLASS,ROTATING_TOPIC_FLAG,VARCHAR2,1,,Flag (Y/N) - Rotating Topic,,,
CS,WH_D_CLASS,SELF_FUNDED_FLAG,VARCHAR2,1,,Flag (Y/N) - Self Funded,,,
CS,WH_D_CLASS,UFO_FLAG,VARCHAR2,1,,Flag (Y/N) - University of Florida Online,,,
CS,WH_D_CLASS,WRITING_2000_REQ_FLAG,VARCHAR2,1,,Flag (Y/N) - Satisfies 2000 Words of Writing Requirement,,,
CS,WH_D_CLASS,WRITING_4000_REQ_FLAG,VARCHAR2,1,,Flag (Y/N) - Satisfies 4000 Words of Writing Requirement,,,
CS,WH_D_CLASS,WRITING_6000_REQ_FLAG,VARCHAR2,1,,Flag (Y/N) - Satisfies 6000 Words of Writing Requirement,,,
CS,WH_D_CLASS,WRITING_REQ_FLAG,VARCHAR2,1,,Flag (Y/N) - Writing Requirement Course,,,
CS,WH_D_CLASS,ANTICIPATED_LOC_CD,VARCHAR2,1,,Anticipated Location,,,
CS,WH_D_CLASS,ANTICIPATED_LOC_LD,VARCHAR2,30,,Anticipated Location Long Description,,,
CS,WH_D_CLASS,MEETING_TYPE_CD,VARCHAR2,1,,Meeting Type Utilized,,,
CS,WH_D_CLASS,MEETING_TYPE_LD,VARCHAR2,30,,Meeting Type Utilized Long Description,,,
CS,WH_D_CLASS,NO_PHYS_PRESENCE_REQ,VARCHAR2,1,,"No Physical Presence Required Flag (If ""Y"" value, that means ""NO Physical Presence Required"")",,,
CS,WH_D_CLASS,MAIN_CAMPUS_CLASS,VARCHAR2,1,,Main Campus Class Flag (Y/N),,,
CS,WH_D_CLASS,MAIN_CAMPUS_EXAM,VARCHAR2,1,,Main Campus Exam Flag (Y/N),,,
CS,WH_D_CLASS,MAIN_CAMPUS_OTHER,VARCHAR2,1,,Main Campus Other Flag (Y/N,,,
CS,WH_D_CLASS,OFFSITE_CLASS,VARCHAR2,1,,Offsite Class Flag (Y/N),,,
CS,WH_D_CLASS,OFFSITE_EXAM,VARCHAR2,1,,Offsite Exam Flag (Y/N),,,
CS,WH_D_CLASS,OFFSITE_OTHER,VARCHAR2,1,,Offsite Other Flag (Y/N),,,
CS,WH_D_CLASS,THIRD_PARTY_CLASS,VARCHAR2,1,,Third Party Class Flag (Y/N),,,
CS,WH_D_CLASS,THIRD_PARTY_EXAM,VARCHAR2,1,,Third Party Exam Flag (Y/N),,,
CS,WH_D_CLASS,THIRD_PARTY_OTHER,VARCHAR2,1,,Third Party Other Flag (Y/N),,,
CS,WH_D_CLASS,LIVE_SESSION_FLAG,VARCHAR2,1,,Online Live Session Flag (Y/N),,,
CS,WH_D_CLASS,ONLINE_EXAM_FLAG,VARCHAR2,1,,Online Exam Flag (Y/N),,,
CS,WH_D_CLASS,OLD_DELIVERY_METHOD_CD,VARCHAR2,2,,Delivery Method Indicator - Utilizing Mainframe Codes instead of the new PeopleSoft Values PS values located in INSTRUCTION_MODE_CD,,,
CS,WH_D_CLASS,TECH_IND_STATUS,VARCHAR2,1,,"Status of the Technology Indicators / Delivery Method Setup (C- Complete, I-Incomplete)",,,
CS,WH_D_CLASS,TECH_IND_STATUS_LD,VARCHAR2,30,,Status of the Technology Indicators / Delivery Method Setup Long Description,,,
CS,WH_D_CLASS,LEARN_DIST_PCT,NUMBER,22,,Learning Distance Section Percentage,,,
CS,WH_D_CLASS,TECH_IND_PRIMARY,VARCHAR2,1,,Primary Technology Indicator for the Section,,,
CS,WH_D_CLASS,TECH_IND_PRIMARY_LD,VARCHAR2,30,,Primary Technology Indicator for the Section Long Description,,,
CS,WH_D_CLASS,TECH_IND_SECONDARY,VARCHAR2,1,,Secondary Technology Indicator for the Section,,,
CS,WH_D_CLASS,TECH_IND_SECONDARY_LD,VARCHAR2,30,,Secondary Technology Indicator for the Section Long Description,,,
CS,WH_D_CLASS,TECH_IND_TERTIERY,VARCHAR2,1,,Tertiary Technology Indicator for the Section,,,
CS,WH_D_CLASS,TECH_IND_TERTIERY_LD,VARCHAR2,30,,Tertiary Technology Indicator for the Section Long Description,,,
CS,WH_D_CLASS,EXAM_TIME_CD,VARCHAR2,8,,Final Exam Group Code for the Section,,,
CS,WH_D_CLASS,SRC_SYS_ID,VARCHAR2,5,,Source System ID - Warehousing column and identifies the source system this data originated from ,,,
CS,WH_D_CLASS,CREATED_EW_DTTM,TIMESTAMP(6),11,,Created timestamp - Warehousing column and indicates when this row was created in the warehouse,,,
CS,WH_D_CLASS,LASTUPD_EW_DTTM,TIMESTAMP(6),11,,Last updated timestamp - Warehousing column and indicates when the row was last updated from a transaction commit time on the source,,,
CS,WH_D_CLASS,SPECIAL_PROGRAM_CD,VARCHAR2,10,,Special Program Code (values are synonymous with the student groups values for special programs),,,
CS,WH_D_CLASS,LAB_FEE,NUMBER,16,2,Laboratory Fee,,,
CS,WH_D_CLASS,SU_FLAG,VARCHAR2,1,,Satisfactory/Unsatisfactory Flag,,,
CS,WH_D_CLASS,SCHEDULE_PRINT_FLAG,VARCHAR2,1,,Flag if the class is listed in the schedule of classes,,,
CS,WH_D_CLASS,WITHDRAWAL_COUNT ,NUMBER,22,,Contains the total of withdrawals from the class based on the enrollment information (transcripts),,,
CS,WH_D_COURSE,COURSE_SID,NUMBER,22,10,Course  Surrogate Identification,,,
CS,WH_D_COURSE,COURSE_ID,VARCHAR2,6,,Course Code,,,
CS,WH_D_COURSE,EFF_DT,TIMESTAMP(6),11,,"An effective date is when a table row becomes effective, or the date that an action begins. The PeopleSoft system supports the concept of effective-dated rows.",,,
CS,WH_D_COURSE,COURSE_LD,VARCHAR2,30,,Course Long description,,,
CS,WH_D_COURSE,COURSE_TITLE,VARCHAR2,100,,Course Title Long Description,,,
CS,WH_D_COURSE,COURSE_OFFER_NUM,NUMBER,22,10,Sequencing of the course offering. The same course can be managed by different academic organizations (departments). Sequence numbers will be assigned for multiple offerings.,,,
CS,WH_D_COURSE,UF_COURSE_NUMBER,VARCHAR2,20,,"UF presentation of the course value, which is the concatenation of the subject and the course catalog number",,,
CS,WH_D_COURSE,CATALOG_NUM,VARCHAR2,10,,Course Catalog Number,,,
CS,WH_D_COURSE,COURSE_APPROVAL_CD,VARCHAR2,1,,Course Approval Code,,,
CS,WH_D_COURSE,COURSE_APPROVAL_SD,VARCHAR2,30,,Course Approval Long Description,,,
CS,WH_D_COURSE,COURSE_APPROVAL_LD,VARCHAR2,10,,Course Approval Short Description,,,
CS,WH_D_COURSE,INSTITUTION_SID,NUMBER,22,10,Institution surrogate identification,,,
CS,WH_D_COURSE,INSTITUTION_CD,VARCHAR2,5,,Institution Code - Currently all values contain UFLOR for University of Florida,,,
CS,WH_D_COURSE,INSTITUTION_SD,VARCHAR2,10,,Institution Short Description of the Institution code,,,
CS,WH_D_COURSE,INSTITUTION_LD,VARCHAR2,30,,Institution Long Description of the Institution code,,,
CS,WH_D_COURSE,CAMPUS_CD,VARCHAR2,5,,Campus code - Currently all data is under one Campus,,,
CS,WH_D_COURSE,CAMPUS_SD,VARCHAR2,10,,Campus Short Description,,,
CS,WH_D_COURSE,CAMPUS_LD,VARCHAR2,30,,Campus Long Description,,,
CS,WH_D_COURSE,ACAD_ORG_SID,NUMBER,22,10,Academic Organization surrogate identification,,,
CS,WH_D_COURSE,ACAD_ORG_CD,VARCHAR2,10,,"Academic Organization  Code - Academic organization structure defines how an academic institution is organized from an administrative perspective. At the lowest level, an academic organization can be compared to an academic department. At the highest level, an academic organization can represent a division. This is considered the department level.",,,
CS,WH_D_COURSE,ACAD_ORG_SD,VARCHAR2,10,,Academic Organization Short Description,,,
CS,WH_D_COURSE,ACAD_ORG_LD,VARCHAR2,30,,Academic Organization Long Description,,,
